`,file_name,impd_code,site_name,site_code,Contributor,Longitude,Latitude,Reference
673,TOM_all.fhx,TOM_ALL,"Deep Creek Mtns, UT (TOM)",TOM,Kitchen_SG,-113.8667,39.8667,NA
676,TRA.FHX,TRA,Transect Ridge,TRN,Swetnam_TW,-108.581849,33.270269,NA
677,TRM.fhx,TRM,ANF,TRM,Lombardo_K,-118.097694,34.240098,NA
678,TS2.fhx,TS2,LPNF,TS2,Lombardo_K,-119.455492,34.583864,NA
682,TVP.fhx,TVP,Tavaputs Plateau,TVP,Brown_PM,-109.465442,39.442944,NA
686,U_BLUE.FHX,U_BLUE,Bluejoint Creek upland (BLUE),U_BLUE,Kennedy_Sutherland,-114.475,45.65833,NA
687,U_CHICK.FHX,U_CHICK,Chicken Creek upland (Chick),U_CHICK,Kennedy_Sutherland,-114.32872,45.60578,NA
688,U_DEER.FHX,U_DEER,Deer Creek upland (Deer),U_DEER,Kennedy_Sutherland,-114.3572,45.57552,NA
689,U_FALLS.FHX,U_FALLS,Falls Creek upland (Falls),U_FALLS,Kennedy_Sutherland,-113.14417,47.14785,NA
690,U_FISH.FHX,U_FISH,Fish Creek (Fish),U_FISH,Kennedy_Sutherland,-114.90217,46.9456,NA
691,U_LODGE.FHX,U_LODGE,Lodgepole Creek upland (Lodge),U_LODGE,Kennedy_Sutherland,-113.21138,47.22722,NA
692,U_MARTIN.FHX,U_MARTIN,Martin Creek upland (Martin),U_MARTIN,Kennedy_Sutherland,-113.78055,45.95445,NA
693,U_MONT.fhx,U_MONT,Monture Creek upland (Mont),U_MONT,Kennedy_Sutherland,-113.18068,47.26737,NA
694,U_RANCH.fhx,U_RANCH,Ranch Creek upland (Ranch),U_RANCH,Kennedy_Sutherland,-113.61612,46.545,NA
695,U_SHEEP.FHX,U_SHEEP,Sheephead Creek upland (Sheep),U_SHEEP,Kennedy_Sutherland,-114.45612,45.74555,NA
696,U_STRAIT.fhx,U_STRAIT,Straight Creek upland (Straight),U_STRAIT,Kennedy_Sutherland,-114.81862,46.89528,NA
697,U_WEST.FHX,U_WEST,W Fork Bitterroot upland,U_WEST,Kennedy_Sutherland,-114.32903,45.50873,NA
698,UCM.FHX,UCM,Upper Cub Mesa,UCM,Swetnam_TW,-108.556377,33.284274,NA
699,UCT.fhx,UCT,ANF,UCT,Lombardo_K,-118.094946,34.251149,NA
701,UFR.fhx,UFR,Upper Fremont,UFR,Brown_PM,-111.6572,38.5761,NA
702,Ulc.fhx,ULC,Upper Langstroth Canyon,ULC,Swetnam_TW,-108.572894,33.270506,NA
703,Umc-1.fhx,UMC-1,Upper Mormon Canyon - site 1,UMC_1,Swetnam_TW,-109.299,31.84915,NA
704,Umc-2.fhx,UMC-2,Upper Mormon Canyon - site 2,UMC_2,Swetnam_TW,-109.308,31.8504,NA
706,us_ent_all.fhx,US_ENT_ALL,Entiat Mud Creek Aspect Polygon Combined,ENT_ALL,Everett_RL,-120.3333333,47.8,NA
707,us_frs_all.fhx,US_FRS_ALL,Frosty Aspect Polygon Combined,FRS_ALL,Everett_RL,-118.9333333,48.61666667,NA
708,us_nil_all.fhx,US_NIL_ALL,Nile Creek Aspect Polygon Combined,NIL_ALL,Everett_RL,-121.0833333,46.86666667,NA
709,us_qtz_all.fhx,US_QTZ_ALL,Quartzite Aspect Polygon Combined,QZT_ALL,Everett_RL,-117.6166667,48.28333333,NA
710,us_sdp_all.fhx,US_SDP_ALL,South Deep Aspect Polygon Combined,SDP_ALL,Everett_RL,-117.6666667,48.75,NA
711,us_twm_all.fhx,US_TWM_ALL,Twenty Mile Aspect Polygon Combined,TWM_ALL,Everett_RL,-120.0833333,48.66666667,NA
712,us101001.fhx,US101001,Black Hills Plot 101,NA,"Brown, P.M.",-103.9,43.93,NA
713,us103001.fhx,US103001,Black Hills Plot 103,NA,"Brown, P.M.",-103.9,43.9,NA
714,us104001.fhx,US104001,Black Hills Plot 104,NA,"Brown, P.M.",-103.85,43.9,NA
715,us105001.fhx,US105001,Black Hills Plot 105,NA,"Brown, P.M.",-103.9,43.92,NA
716,us106001.fhx,US106001,Black Hills Plot 106,NA,"Brown, P.M.",-103.92,43.88,NA
717,us108001.fhx,US108001,Black Hills Plot 108,NA,"Brown, P.M.",-103.97,43.93,NA
718,us109001.fhx,US109001,Black Hills Plot 109,NA,"Brown, P.M.",-103.95,43.93,NA
719,us110001.fhx,US110001,Black Hills Plot 110,NA,"Brown, P.M.",-103.95,43.92,NA
720,us111001.fhx,US111001,Black Hills Plot 111,NA,"Brown, P.M.",-103.93,43.88,NA
721,us112001.fhx,US112001,Black Hills Plot 112,NA,"Brown, P.M.",-103.85,43.92,NA
722,us113001.fhx,US113001,Black Hills Plot 113,NA,"Brown, P.M.",-102.95,43.9,NA
723,us114001.fhx,US114001,Black Hills Plot 114,NA,"Brown, P.M.",-103.87,43.88,NA
724,us201001.fhx,US201001,Black Hills Plot 201,NA,"Brown, P.M.",-103.83,43.7,NA
725,us202001.fhx,US202001,Black Hills Plot 202,NA,"Brown, P.M.",-103.8,43.7,NA
726,us203001.fhx,US203001,Black Hills Plot 203,NA,"Brown, P.M.",-103.85,43.73,NA
727,us204001.fhx,US204001,Black Hills Plot 204,NA,"Brown, P.M.",-103.8,43.73,NA
728,us205001.fhx,US205001,Black Hills Plot 205,NA,"Brown, P.M.",-103.83,43.75,NA
729,us206001.fhx,US206001,Black Hills Plot 206,NA,"Brown, P.M.",-103.77,43.75,NA
730,us207001.fhx,US207001,Black Hills Plot 207,NA,"Brown, P.M.",-103.85,43.77,NA
731,us208001.fhx,US208001,Black Hills Plot 208,NA,"Brown, P.M.",-103.78,43.77,NA
732,us209001.fhx,US209001,Black Hills Plot 209,NA,"Brown, P.M.",-103.82,43.78,NA
733,us210001.fhx,US210001,Black Hills Plot 210,NA,"Brown, P.M.",-103.87,43.8,NA
734,us212001.fhx,US212001,Black Hills Plot 212,NA,"Brown, P.M.",-103.85,43.82,NA
735,us213001.fhx,US213001,Black Hills Plot 213,NA,"Brown, P.M.",-103.8,43.75,NA
737,usach001.fhx,USACH001,Archuleta Mesa Plot A0,NA,"Brown, P.M.",-107.27,37.17,NA
738,usach002.fhx,USACH002,Archuleta Mesa Plot A05,NA,"Brown, P.M.",-107.27,37.17,NA
739,usach003.fhx,USACH003,Archuleta Mesa Plot A1,NA,"Brown, P.M.",-107.27,37.17,NA
740,usach004.fhx,USACH004,Archuleta Mesa Plot A15,NA,"Brown, P.M.",-107.27,37.17,NA
741,usach005.fhx,USACH005,Archuleta Mesa Plot A2,NA,"Brown, P.M.",-107.27,37.17,NA
742,usach006.fhx,USACH006,Archuleta Mesa Plot A25,NA,"Brown, P.M.",-107.25,37.17,NA
743,usach007.fhx,USACH007,Archuleta Mesa Plot A3,NA,"Brown, P.M.",-107.25,37.17,NA
744,usach008.fhx,USACH008,Archuleta Mesa Plot AA05,NA,"Brown, P.M.",-107.27,37.17,NA
745,usach009.fhx,USACH009,Archuleta Mesa Plot AA1,NA,"Brown, P.M.",-107.27,37.17,NA
746,usach010.fhx,USACH010,Archuleta Mesa Plot AA15,NA,"Brown, P.M.",-107.27,37.17,NA
747,usach011.fhx,USACH011,Archuleta Mesa Plot AA2,NA,"Brown, P.M.",-107.27,37.17,NA
748,usach012.fhx,USACH012,Archuleta Mesa Plot AA25,NA,"Brown, P.M.",-107.25,37.17,NA
749,usach013.fhx,USACH013,Archuleta Mesa Plot AA3,NA,"Brown, P.M.",-107.25,37.17,NA
750,usach014.fhx,USACH014,Archuleta Mesa Plot B2,NA,"Brown, P.M.",-107.27,37.17,NA
751,usach015.fhx,USACH015,Archuleta Mesa Plot B3,NA,"Brown, P.M.",-107.25,37.17,NA
752,usach016.fhx,USACH016,Archuleta Mesa Plot B35,NA,"Brown, P.M.",-107.25,37.17,NA
753,usach017.fhx,USACH017,Archuleta Mesa Plot C2,NA,"Brown, P.M.",-107.27,37.17,NA
754,usach018.fhx,USACH018,Archuleta Mesa Plot C3,NA,"Brown, P.M.",-107.25,37.17,NA
755,usach019.fhx,USACH019,Archuleta Mesa Plot C4,NA,"Brown, P.M.",-107.25,37.17,NA
756,usach020.fhx,USACH020,Archuleta Mesa Plot C5,NA,"Brown, P.M.",-107.25,37.17,NA
757,usach021.fhx,USACH021,Archuleta Mesa Plot C6,NA,"Brown, P.M.",-107.23,37.17,NA
758,usach022.fhx,USACH022,Archuleta Mesa Plot D2,NA,"Brown, P.M.",-107.27,37.17,NA
759,usach023.fhx,USACH023,Archuleta Mesa Plot D3,NA,"Brown, P.M.",-107.25,37.17,NA
763,usaly001.fhx,USALY001,Alley Spring Camp,NA,"Guyette, R.P.",-91.45,37.15,NA
764,usant001.fhx,USANT001,Anthony Burn (site 9),ANT_2,Maruoka_KR,-118.1460793,44.97540606,NA
765,usapr001.fhx,USAPR001,Ash Peak Ridge,APR,Swetnam_TW,-118.811782,36.555207,NA
766,usasl001.fhx,USASL001,Ashenfelder Lower,ASL,Brown_PM,-105.3833333,42.33333333,NA
767,usasu001.fhx,USASU001,Ashenfelder Upper,ASU,Brown_PM,-105.4083333,42.33333333,NA
770,usban001.fhx,USBAN001,Bannock Creek,BAN,Brown_PM,-115.7881555,43.80469757,NA
771,usbbp001.fhx,USBBP001,Big_Bend_NP,BBP,Poulos_H,-103.25,29.25,NA
772,usbck001.fhx,USBCK001,Benson Creek,BCK,Grissino_Mayer_HD,-106.8666667,37.13333333,NA
773,usbcn001.fhx,USBCN001,Burnette Canyon,BCN,Grissino_Mayer_HD,-108.1333333,37.58333333,NA
774,usbcr001.fhx,USBCR001,Boone Creek Barrens,NA,"Guyette, R.P.",-86.47,38.13,NA
775,usbcw001.fhx,USBCW001,Baker City Watershed,BCW,Heyerdahl_EK,-118.004,44.784,NA
776,usbef001.fhx,USBEF001,Black Hills Exp. Forest,BEF,Brown_PM,-103.6416667,44.16666667,NA
777,usber001.fhx,USBER001,Bear Wallow,BER,Baisan_CH,-108.635958,33.467867,NA
778,usbfl001.fhx,USBFL001,Battle Flat,BFL,Swetnam_TW,-112.34907,34.301447,NA
779,usbgh001.fhx,USBGH001,Big Hole,BGH,Heyerdahl_EK,-112.9392156,45.83273322,NA
780,usbkm001.fhx,USBKM001,Black Mountain,BKM,Baisan_CH,-108.225856,33.377682,NA
781,usbkr001.fhx,USBKR001,Buck Rock Lookout,BKR,Swetnam_TW,-118.888072,36.725267,NA
782,usblc001.fhx,USBLC001,Bear Lodge Central,BLC,Brown_PM,-104.425572,44.5433,NA
784,usblm001.fhx,USBLM001,Black Mountain,BLM,Brown_PM,-105.2666667,37.85833333,NA
785,usbln001.fhx,USBLN001,Bear Lodge North,BLN,Brown_PM,-104.399461,44.574828,NA
827,usbmk001.fhx,USBMK001,Brownie Meadow Knoll,BMK,Swetnam_TW,-118.709949,36.228554,NA
828,usbmt001.fhx,USBMT001,Blue Mountain,BMT,Heyerdahl_EK,-114.1270461,46.8240563,NA
829,usbob001.fhx,USBOB001,Bobcat Point Pine,BOB,Swetnam_TW,-118.749374,36.549518,NA
830,usbon001.fhx,USBON001,Bonita Canyon and Manzanita Mountains,BON,Baisan_CH,-106.42077,34.969658,NA
831,usbpa001.fhx,USBPA001,Big Spring Pines Natural Area,NA,"Stambaugh, M.C.",-91,36.95,NA
832,usbrf001.fhx,USBRF001,Buck Rock Flat,BRF,Swetnam_TW,-118.883244,36.727514,NA
834,usbsg001.fhx,USBSG001,Big Stump Gate,BSG,Swetnam_TW,-118.963249,36.715783,NA
835,usbul001.fhx,USBUL001,Bull Pasture,BUL,Swetnam_TW,-118.718677,36.219469,NA
836,usbut001.fhx,USBUT001,Butler Creek,BUT,Heyerdahl_EK,-114.3941347,47.12223341,NA
837,uscal001.fhx,USCAL001,El Calderon,CAL,Grissino_Mayer_HD,-107.9833,34.9833,NA
838,uscan001.fhx,USCAN001,Candelaria,CAN,Grissino_Mayer_HD,-108.076,34.9924,NA
840,uscbe001.fhx,USCBE001,Cerro Bandera East,CBE,Grissino_Mayer_HD,-108.094327,34.991841,NA
841,uscbn001.fhx,USCBN001,Cerro Bandera North,CBN,Grissino_Mayer_HD,-108.100531,35.004699,NA
843,uscde001.fhx,USCDE001,Canon de Turrieta,CDE,Baisan_CH,-106.411,34.68204,NA
844,uscdp001.fhx,USCDP001,Continental Divide Peak,CDP,Baisan_CH,-108.7822,31.55942,NA
846,uscds001.fhx,USCDS001,Continental Divide Saddle,CDS,Baisan_CH,-108.775,31.55745,NA
847,uscer001.fhx,USCER001,Cerro Rendija,CER,Grissino_Mayer_HD,-108.121007,34.953399,NA
851,uschr001.fhx,USCHR001,Cherry Canyon,CHR,Brown_PM,-105.827406,32.843187,NA
852,uschr002.fhx,USCHR002,Chigger Road,NA,"Stambaugh, M.C.",-93.05,35.48,NA
854,uschs002.fhx,USCHS002,Chimney Springs,CHS_2,Dieterich_J,-111.68813,35.266449,NA
857,uscmp001.fhx,USCMP001,"Camp Point, Mount Graham",CMP,Grissino_Mayer_HD,-109.9166667,32.7,NA
858,uscmp002.fhx,USCMP002,East Camp Creek (site 5),CMP002,Maruoka_KR,-118.2044863,44.29610739,NA
860,uscor001.fhx,USCOR001,Corona Road,COR_2,Heyerdahl_EK,-114.9317446,47.60211085,NA
861,uscov001.fhx,USCOV001,Cove Mountain,COV,Heyerdahl_EK,-115.5178278,45.41855083,NA
862,uscpc001.fhx,USCPC001,Capilla Peak Campground,CPC,Baisan_CH,-106.399,34.69746,NA
866,uscrn002.fhx,USCRN002,Crane Lookout,CRN002,Heyerdahl_EK,-114.0170392,47.89600599,NA
867,uscro001.fhx,USCRO001,Cosmic Ray Obs,CRO_1,Brown_PM,-105.7933333,32.795,NA
869,uscsc001.fhx,USCSC001,Cold Springs Creek,CSC,Brown_PM,-104.191128,44.363678,NA
870,uscus001.fhx,USCUS001,Custer,CUS,Brown_PM,-103.507886,43.799772,NA
871,usdcr001.fhx,USDCR001,Dugout,DCR,Heyerdahl_EK,-118.363,44.207,NA
872,usdeh001.fhx,USDEH001,Denny Hill,DEH,Brown_PM,-105.535,32.84,NA
873,usdel001.fhx,USDEL001,Delworth,DEL_2,Brown_PM,-105.722475,32.845507,NA
874,usder001.fhx,USDER001,Deerfield Reservoir,DER,Brown_PM,-103.8666667,44.14166667,NA
875,usdhf001.fhx,USDHF001,Dead Horse Flats,DHF,Brown_PM,-103.8666667,43.79166667,NA
876,usdix001.fhx,USDIX001,Dixie Butte (site 3),DIX,Maruoka_KR,-118.6102969,44.55389759,NA
877,usdmt001.fhx,USDMT001,Davis_Mountains,DMT,Poulos_H,-104.000472,30.500167,NA
878,usegf001.fhx,USEGF001,Eagle Feather,EGF,Baisan_CH,-108.78,31.55715,NA
879,usent165.fhx,USENT165,Entiat Mud Creek Aspect Polygon 165,NA,"Everett, R.L.",-120.33,47.8,NA
880,usent167.fhx,USENT167,Entiat Mud Creek Aspect Polygon 167,NA,"Everett, R.L.",-120.33,47.8,NA
881,usent196.fhx,USENT196,Entiat Mud Creek Aspect Polygon 196,NA,"Everett, R.L.",-120.33,47.8,NA
882,usent199.fhx,USENT199,Entiat Mud Creek Aspect Polygon 199,NA,"Everett, R.L.",-120.33,47.8,NA
883,usent200.fhx,USENT200,Entiat Mud Creek Aspect Polygon 200,NA,"Everett, R.L.",-120.33,47.8,NA
884,usent201.fhx,USENT201,Entiat Mud Creek Aspect Polygon 201,NA,"Everett, R.L.",-120.33,47.8,NA
885,usent202.fhx,USENT202,Entiat Mud Creek Aspect Polygon 202,NA,"Everett, R.L.",-120.33,47.8,NA
886,usent203.fhx,USENT203,Entiat Mud Creek Aspect Polygon 203,NA,"Everett, R.L.",-120.33,47.8,NA
887,usent204.fhx,USENT204,Entiat Mud Creek Aspect Polygon 204,NA,"Everett, R.L.",-120.33,47.8,NA
888,usent205.fhx,USENT205,Entiat Mud Creek Aspect Polygon 205,NA,"Everett, R.L.",-120.33,47.8,NA
889,usent206.fhx,USENT206,Entiat Mud Creek Aspect Polygon 206,NA,"Everett, R.L.",-120.33,47.8,NA
890,usent207.fhx,USENT207,Entiat Mud Creek Aspect Polygon 207,NA,"Everett, R.L.",-120.33,47.8,NA
891,usent208.fhx,USENT208,Entiat Mud Creek Aspect Polygon 208,NA,"Everett, R.L.",-120.33,47.8,NA
892,usent209.fhx,USENT209,Entiat Mud Creek Aspect Polygon 209,NA,"Everett, R.L.",-120.33,47.8,NA
893,usent211.fhx,USENT211,Entiat Mud Creek Aspect Polygon 211,NA,"Everett, R.L.",-120.33,47.8,NA
894,usent230.fhx,USENT230,Entiat Mud Creek Aspect Polygon 230,NA,"Everett, R.L.",-120.33,47.8,NA
895,usfav001.fhx,USFAV001,McCormick Creek,FAV,Heyerdahl_EK,-114.4899061,47.15502474,NA
896,usfcf001.fhx,USFCF001,Fir Campground,FCF,Brown_PM,-105.711667,32.989344,NA
897,usfin001.fhx,USFIN001,Finley Sale Area (site 13),FIN,Maruoka_KR,-118.0945457,45.622758,NA
898,usfla001.fhx,USFLA001,Flannigan Creek,FLA,Heyerdahl_EK,-116.8990898,46.84509694,NA
899,usflw001.fhx,USFLW001,Falling Waters,NA,"Stambaugh, M.C.",-92.93,35.75,NA
901,usfpc001.fhx,USFPC001,Five Pine Canyon,FPC,Grissino_Mayer_HD,-108.6833333,37.68333333,NA
902,usfri001.fhx,USFRI001,Friedorf Gulch,FRI_2,Heyerdahl_EK,-113.9431616,45.54809559,NA
903,usfrs001.fhx,USFRS001,Frosty Aspect Polygon 1,NA,"Everett, R.L.",-118.93,48.62,NA
904,usfrs002.fhx,USFRS002,Frosty Aspect Polygon 2,NA,"Everett, R.L.",-118.93,48.62,NA
905,usfrs003.fhx,USFRS003,Frosty Aspect Polygon 3,NA,"Everett, R.L.",-118.93,48.62,NA
906,usfrs004.fhx,USFRS004,Frosty Aspect Polygon 4,NA,"Everett, R.L.",-118.93,48.62,NA
907,usfrs005.fhx,USFRS005,Frosty Aspect Polygon 5,NA,"Everett, R.L.",-118.93,48.62,NA
908,usfrs006.fhx,USFRS006,Frosty Aspect Polygon 6,NA,"Everett, R.L.",-118.93,48.62,NA
909,usfrs007.fhx,USFRS007,Frosty Aspect Polygon 7,NA,"Everett, R.L.",-118.93,48.62,NA
910,usfrs008.fhx,USFRS008,Frosty Aspect Polygon 8,NA,"Everett, R.L.",-118.93,48.62,NA
911,usfsr001.fhx,USFSR001,Fillmore Side Canyon,FSR,Morino_K,-106.5651,32.33113,NA
912,usfst001.fhx,USFST001,Fillmore Side Canyon 2,FST,Morino_K,-106.5634,32.331,NA
913,usfvm001.fhx,USFVM001,Five Mile Creek (site 6),FVM,Maruoka_KR,-119.0557208,45.093899,NA
915,usgee001.fhx,USGEE001,Gee Creek,NA,"Stambaugh, M.C.",-93.3,35.68,NA
916,usgfp001.fhx,USGFP001,Giant Forest Pines,GFP,Baisan_CH,-118.75891,36.568925,NA
917,usggp001.fhx,USGGP001,Granny Gap,NA,"Stambaugh, M.C.",-93.08,35.52,NA
918,usgil001.fhx,USGIL001,Gillette Prairie,GIL,Brown_PM,-103.7,44.05,NA
919,usglr001.fhx,USGLR001,Gilita Ridge,GLR,Swetnam_TW,-108.571186,33.419267,NA
920,usgmt001.fhx,USGMT001,Granite Mountain Lower Buffalo Wilderness,NA,"Guyette, R.P.",-92.48,36.18,NA
921,usgob001.fhx,USGOB001,Gobbler Ridge,GOB,Brown_PM,-103.4666667,43.525,NA
922,usgob002.fhx,USGOB002,Gobblers Knob,NA,"Stambaugh, M.C.",-93.38,35.75,NA
923,usgpa001.fhx,USGPA001,"South Dakota Game, Fish & Parks Badger Gam",GPA,Wienk_CL,-103.9341667,44.48527778,NA
926,ushck001.fhx,USHCK001,Hot Creek,HCK_1,Brown_PM,-106.2666667,37.29166667,NA
927,ushck002.fhx,USHCK002,Hermosa Creek,HCK_2,Grissino_Mayer_HD,-107.8333333,37.46666667,NA
928,ushck003.fhx,USHCK003,Huckleberry Creek Barrens,NA,"Guyette, R.P.",-86.07,35.43,NA
929,ushfl001.fhx,USHFL001,Hoya de Cibola Lava Flow,HFL,Grissino_Mayer_HD,-108.1463889,34.89416667,NA
932,ushic001.fhx,USHIC001,Hill City,HIC,Brown_PM,-103.5333333,44.05,NA
934,ushol001.fhx,USHOL001,Holland Lake Road,HOL,Heyerdahl_EK,-113.6473693,47.43906293,NA
935,ushsr001.fhx,USHSR001,High Sierra Ridge Pine,HSR,Swetnam_TW,-118.727,36.55705,NA
936,ushtr001.fhx,USHTR001,Hatton Ridge,NA,"Stambaugh, M.C.",-83.6830004,37.8830004,NA
937,ushun001.fhx,USHUN001,Hunter Point,HUN,Heyerdahl_EK,-115.2303394,48.89053521,NA
941,usice001.fhx,USICE001,Ice Canyon,ICE_2,Baisan_CH,-106.564568,32.32383,NA
942,usirc001.fhx,USIRC001,Imnaha,IRC,Heyerdahl_EK,-116.991,45.112,NA
943,usirn001.fhx,USIRN001,Smoothing Iron Ridge (site 15),IRN,Maruoka_KR,-117.4004939,46.18587144,NA
944,usjam001.fhx,USJAM001,James Ridge,JAM,Brown_PM,-105.5966667,32.965,NA
945,usjcc001.fhx,USJCC001,Jewel Cave Central,JCC,Brown_PM,-103.8333333,43.74166667,NA
946,usjce001.fhx,USJCE001,Jewel Cave East,JCE,Brown_PM,-103.8333333,43.73333333,NA
947,usjcn001.fhx,USJCN001,Jewel Cave North,JCN,Brown_PM,-103.85,43.73333333,NA
948,usjcs001.fhx,USJCS001,Jewel Cave South,JCS,Brown_PM,-103.825,43.725,NA
949,usjss001.fhx,USJSS001,Josephine Saddle,JSS,Swetnam_TW,-110.8638,31.696157,NA
950,uskea001.fhx,USKEA001,Keating Ridge,KEA,Heyerdahl_EK,-116.1504012,45.48078012,NA
951,uskip001.fhx,USKIP001,Hidden Kipuka,KIP,Grissino_Mayer_HD,-108.062832,34.896541,NA
952,usksh001.fhx,USKSH001,Kisatchie Hills,NA,"Stambaugh, M.C.",-92.98555522,31.46694428,NA
953,uslam001.fhx,USLAM001,La Marchanita,LAM,Grissino_Mayer_HD,-108.0614853,34.985302,NA
954,uslaw001.fhx,USLAW001,Lomas Animas West,LAW,Baisan_CH,-108.7901,31.5683,NA
955,uslbb001.fhx,USLBB001,"Lava Beds National Monument, Bearpaw Butte",LBB001,Heyerdahl_EK,-121.551873,41.7254846,NA
956,uslbb002.fhx,USLBB002,Little Bear Burn (site 7),LBB002,Maruoka_KR,-118.7439672,44.17192392,NA
957,uslbc001.fhx,USLBC001,"Lava Beds National Monument, Caldwell Butt",LBC_2,Heyerdahl_EK,-121.4816568,41.70367341,NA
958,uslbh001.fhx,USLBH001,"Lava Beds National Monument, Hippo Butte",LBH,Heyerdahl_EK,-121.5318896,41.71816067,NA
959,usldg001.fhx,USLDG001,Ledge Site,LDG,Morino_K,-106.5663,32.33113,NA
960,uslef001.fhx,USLEF001,Left Hand Canyon,LEF,Brown_PM,-105.475,40.05833333,NA
962,uslgu001.fhx,USLGU001,Laguna Garule,LGU,Swetnam_TW,-106.9449387,36.3389893,NA
963,uslib001.fhx,USLIB001,Sheldon Flats,LIB,Heyerdahl_EK,-115.5386867,48.41587108,NA
965,usllt001.fhx,USLLT001,"La Luz Trail, Sandia Mountains",LLT,Baisan_CH,-106.461589,35.21451,NA
967,uslng001.fhx,USLNG001,Langstroth Mesa,LNG,Swetnam_TW,-108.49819,33.268577,NA
970,usloh001.fhx,USLOH001,Loess Hills 1,NA,"Stambaugh, M.C.",-95.58,40.48,NA
971,uslow001.fhx,USLOW001,Lowman Research Natural Area,LOW,Heyerdahl_EK,-115.6164788,44.06379616,NA
972,uslpi001.fhx,USLPI001,Lone Pine,LPI,Brown_PM,-105.4583333,40.825,NA
974,uslps001.fhx,USLPS001,Lower Pine Spring,LPS_1,Brown_PM,-105.806354,32.724726,NA
975,uslpu001.fhx,USLPU001,Lone Pine Upper,LPU,Brown_PM,-105.45,40.80833333,NA
976,uslub001.fhx,USLUB001,Lubrecht Experimental Forest,LUB,Heyerdahl_Jones_LA,-113.4553952,46.89024179,NA
977,uslwn001.fhx,USLWN001,Lost Woman,LWN,Grissino_Mayer_HD,-108.079,34.96583,NA
981,usmcm001.fhx,USMCM001,McMillan Mountain,MCM,Heyerdahl_EK,-115.4872068,48.3115063,NA
983,usmcr001.fhx,USMCR001,Lower Escondido,MCR01,Brown_PM,-105.8333333,32.73333333,NA
984,usmcr002.fhx,USMCR002,Moore Canyon,MCR02,Swetnam_TW,-105.8154,32.72869,NA
985,usmdp001.fhx,USMDP001,Manitou Demo Plot,MDP_01,Brown_PM,-105.0666667,39.05833333,NA
986,usmes001.fhx,USMES001,Mesita Blanca,MES,Grissino_Mayer_HD,-108.073451,34.888814,NA
987,usmf5001.fhx,USMF5001,Missouri Ozark Forest Ecosystem Project (MOFEP) Site 5,NA,"Guyette, R.P.",-91.05,37.17,NA
988,usmf6001.fhx,USMF6001,Missouri Ozark Forest Ecosystem Project (MOFEP) Site 6,NA,"Guyette, R.P.",-91.03,37.18,NA
989,usmig001.fhx,USMIG001,Missouri Gulch,MIG,Brown_PM,-105.05,39.14166667,NA
990,usmkc001.fhx,USMKC001,M Kaufmanns Cabin,MKC,Brown_PM,-105.275342,40.485953,NA
991,usmkp001.fhx,USMKP001,McKenna Park,MKP,Swetnam_TW,-108.449264,33.240013,NA
992,usmlc001.fhx,USMLC001,Middle Langstroth Canyon,MLC_01,Swetnam_TW,-108.5513,33.2726822,NA
993,usmmf001.fhx,USMMF001,Mica Mine,MMF,Brown_PM,-105.3583333,40.15,NA
994,usmnt001.fhx,USMNT001,Monument,MNT,Grissino_Mayer_HD,-107.2,37.31666667,NA
995,usmnu001.fhx,USMNU001,Monument Canyon Upper,MNU,Brown_PM,-105.66,32.68166667,NA
996,usmog001.fhx,USMOG001,Manitou Old Growth,MOG,Brown_PM,-105.1,39.1,NA
997,usmon001.fhx,USMON001,Moon Campground,MON001,Brown_PM,-103.8666667,44.05,NA
998,usmon002.fhx,USMON002,Monument Canyon,MON002,Brown_PM,-105.6516667,32.67166667,NA
1000,usnar001.fhx,USNAR001,Narrows,NAR,Morino_K,-106.5612,32.3344,NA
1001,usnem001.fhx,USNEM001,Nemo,NEM,Brown_PM,-103.5333333,44.23333333,NA
1002,usnfs001.fhx,USNFS001,North Fork Salmon River,NFS,Heyerdahl_EK,-114.3406117,45.54056461,NA
1003,usnil001.fhx,USNIL001,Nile Creek Aspect Polygon 1,NA,"Everett, R.L.",-121.08,46.87,NA
1004,usnil002.fhx,USNIL002,Nile Creek Aspect Polygon 2,NA,"Everett, R.L.",-121.08,46.87,NA
1005,usnil003.fhx,USNIL003,Nile Creek Aspect Polygon 3,NA,"Everett, R.L.",-121.08,46.87,NA
1006,usnil004.fhx,USNIL004,Nile Creek Aspect Polygon 4,NA,"Everett, R.L.",-121.08,46.87,NA
1007,usnil005.fhx,USNIL005,Nile Creek Aspect Polygon 5,NA,"Everett, R.L.",-121.08,46.87,NA
1008,usnil006.fhx,USNIL006,Nile Creek Aspect Polygon 6,NA,"Everett, R.L.",-121.08,46.87,NA
1009,usnil007.fhx,USNIL007,Nile Creek Aspect Polygon 7,NA,"Everett, R.L.",-121.08,46.87,NA
1010,usnil008.fhx,USNIL008,Nile Creek Aspect Polygon 8,NA,"Everett, R.L.",-121.08,46.87,NA
1011,usnil009.fhx,USNIL009,Nile Creek Aspect Polygon 9,NA,"Everett, R.L.",-121.08,46.87,NA
1012,usnil010.fhx,USNIL010,Nile Creek Aspect Polygon 10,NA,"Everett, R.L.",-121.08,46.87,NA
1013,usnil011.fhx,USNIL011,Nile Creek Aspect Polygon 11,NA,"Everett, R.L.",-121.08,46.87,NA
1014,usonp001.fhx,USONP001,O'Neill Pass,ONP,Brown_PM,-103.933889,44.261097,NA
